Tire Brand,Tire Size,Condition,Location,Latitude,Longitude,Pincode,Recycling Date,Tire Type,Recycling Method,Recycled Product,Recycling Facility,Tread_Depths,Odometer_Reading,Age,DOT Date Code
Continental,235/45R17,Scrap,Koregaon Park,0.2871845,-18.905248,65040,24-07-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B,6/32,69000,11,DOTEFGH90124822
Bridgestone,235/45R17,Used,Bavdhan,-65.541841,153.526043,52446,30-11-2022,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A,2/32,21500,11,DOTEFGH90124822
Michelin,225/45R17,Used,Aundh,-75.6882225,114.282439,49223,5/2/2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A,6/32,60000,4,DOTMNOP78901520
Pirelli,205/55R16,Scrap,Kothrud,-63.12179,124.06467,4007,30-05-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B,6/32,16500,2,DOTWXYZ56780124
Bridgestone,225/45R17,Scrap,Camp,-57.0706825,-119.133588,2618,23-12-2022,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A,5/32,16500,4,DOTABCD12343523
Pirelli,215/60R16,Scrap,Camp,-66.2569895,156.630298,7925,25-12-2022,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B,5/32,7000,5,DOTIJKL34562719
Michelin,215/60R16,Used,Shivajinagar,-40.4497355,150.664306,23365,17-04-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A,6/32,54000,3,DOTWXYZ56780124
Michelin,215/60R16,Scrap,Hadapsar,22.619992,-77.036492,40747,2/2/2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B,2/32,51000,10,DOTIJKL34562719
Continental,225/45R17,Scrap,Vishrantwadi,-3.0916405,-119.818443,43252,22-07-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A,4/32,54000,11,DOTIJKL34562719
Continental,225/50R17,Used,Deccan,85.8562415,-86.745686,77926,13-06-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A,4/32,54000,1,DOTEFGH90124822
Bridgestone,235/45R17,Scrap,Shivane,-12.818183,65.811739,18143,29-08-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A,4/32,83000,11,DOTIJKL34562719
Goodyear,225/45R17,Used,Camp,80.574863,-21.558084,5934,8/5/2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A,2/32,83000,11,DOTEFGH90124822
Pirelli,205/55R16,Used,Kalyani Nagar,26.266689,-127.51402,9331,25-12-2022,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B,2/32,69000,9,DOTWXYZ56780124
Goodyear,205/55R16,Used,Hadapsar,-38.104735,88.831561,34875,16-02-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A,6/32,16500,7,DOTABCD12343523
Pirelli,225/45R17,Scrap,Hadapsar,3.6067875,-8.62918,47737,5/9/2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B,3/32,7000,9,DOTMNOP78901520
Bridgestone,215/60R16,Used,Hinjewadi,-13.352867,90.970418,67410,28-01-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B,5/32,21500,10,DOTEFGH90124822
Pirelli,225/50R17,Used,Bavdhan,11.387782,76.903668,88433,7/12/2022,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A,4/32,54000,10,DOTWXYZ56780124
Goodyear,235/45R17,Used,Bavdhan,51.5884995,-128.298691,79881,19-05-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B,3/32,51000,7,DOTEFGH90124822
Michelin,225/45R17,Used,Magarpatta City,14.705535,-30.105593,8023,26-05-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B,5/32,60000,5,DOTEFGH90124822
Pirelli,225/50R17,Scrap,Hinjewadi,14.004837,25.098917,95310,10/3/2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A,4/32,69000,2,DOTMNOP78901520
Pirelli,205/55R16,Used,Deccan,-53.0054925,-131.599828,85593,21-12-2022,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A,3/32,24000,10,DOTEFGH90124822
Michelin,225/50R17,Scrap,Hadapsar,-75.1016515,105.826635,31123,3/11/2022,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B,5/32,60000,2,DOTEFGH90124822
Bridgestone,215/60R16,Scrap,Aundh,22.746698,164.610666,50021,21-04-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B,4/32,7000,5,DOTMNOP78901520
Bridgestone,225/45R17,Used,Bavdhan,-0.254568,114.678348,56578,20-04-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A,4/32,24000,8,DOTMNOP78901520
Michelin,205/55R16,Scrap,Hadapsar,-0.7626975,-28.332205,47721,3/1/2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A,3/32,51000,6,DOTMNOP78901520
Goodyear,225/45R17,Scrap,Magarpatta City,-67.775906,-164.810391,98651,6/8/2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A,5/32,65000,6,DOTMNOP78901520
Continental,205/55R16,Scrap,Camp,87.4851165,150.4831,17426,13-11-2022,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B,3/32,7000,2,DOTABCD12343523
Michelin,215/60R16,Scrap,Hadapsar,67.4320465,-169.919721,85080,14-07-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A,3/32,24000,1,DOTABCD12343523
Continental,205/55R16,Used,Kothrud,88.3553225,13.488929,66413,11/6/2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A,4/32,83000,4,DOTMNOP78901520
Michelin,235/45R17,Scrap,Vishrantwadi,-65.6655605,-125.842069,23358,16-08-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B,3/32,4000,3,DOTWXYZ56780124
Pirelli,205/55R16,Scrap,Vishrantwadi,-41.5882785,155.786863,90668,24-01-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A,4/32,65000,1,DOTMNOP78901520
Bridgestone,235/45R17,Used,Koregaon Park,40.535021,-158.166365,66397,11/4/2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A,4/32,65000,5,DOTWXYZ56780124
Pirelli,225/50R17,Scrap,Magarpatta City,76.259825,-175.493438,37354,1/3/2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B,6/32,7000,9,DOTIJKL34562719
Michelin,225/45R17,Used,Shivajinagar,-11.5119125,172.850558,23514,2/12/2022,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B,5/32,69000,9,DOTWXYZ56780124
Bridgestone,225/45R17,Scrap,Aundh,-59.1792695,41.192965,68875,9/2/2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B,4/32,54000,5,DOTMNOP78901520
Pirelli,225/50R17,Scrap,Koregaon Park,31.362868,102.096388,25662,17-02-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A,3/32,4000,7,DOTMNOP78901520
Goodyear,225/50R17,Scrap,Koregaon Park,86.799108,-52.140808,65379,21-06-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A,3/32,24000,12,DOTIJKL34562719
Continental,225/50R17,Scrap,Bavdhan,64.18776,94.979902,44434,9/4/2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A,4/32,54000,7,DOTIJKL34562719
Continental,205/55R16,Used,Shivane,81.9266025,67.6977,41270,14-03-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A,6/32,4000,9,DOTEFGH90124822
Goodyear,225/45R17,Scrap,Camp,-52.314626,3.176429,55969,4/10/2022,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B,4/32,16500,10,DOTMNOP78901520
Goodyear,225/45R17,Used,Kalyani Nagar,-32.1895525,75.799323,79907,25-03-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B,4/32,16500,5,DOTWXYZ56780124
Pirelli,215/60R16,Used,Vishrantwadi,42.597313,147.77905,76876,31-05-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A,4/32,65000,10,DOTEFGH90124822
Michelin,225/50R17,Used,Magarpatta City,5.2569565,-132.798982,43135,22-11-2022,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B,2/32,4000,1,DOTEFGH90124822
Bridgestone,225/50R17,Used,Shivajinagar,37.912963,52.622098,48136,19-06-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A,2/32,16500,2,DOTWXYZ56780124
Continental,225/45R17,Scrap,Koregaon Park,78.1403995,-122.791886,25257,12/12/2022,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A,4/32,7000,1,DOTWXYZ56780124
Michelin,205/55R16,Used,Koregaon Park,-4.8333195,-128.437799,81088,23-03-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A,6/32,24000,12,DOTWXYZ56780124
Pirelli,215/60R16,Used,Kalyani Nagar,78.3970475,19.945312,27589,19-01-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A,5/32,69000,2,DOTABCD12343523
Pirelli,225/50R17,Scrap,Shivane,-72.0504915,155.457483,13729,15-02-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B,4/32,60000,12,DOTMNOP78901520
Continental,215/60R16,Scrap,Aundh,71.282342,-15.991684,59949,31-01-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B,3/32,21500,10,DOTMNOP78901520
Michelin,225/50R17,Scrap,Shivane,-10.3561655,-13.633683,10825,4/7/2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A,5/32,54000,8,DOTIJKL34562719
Bridgestone,235/45R17,Used,Kothrud,-8.150878,-59.487138,80294,12/8/2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A,3/32,24000,1,DOTMNOP78901520
Michelin,225/45R17,Scrap,Kothrud,-22.9249675,-165.981129,2343,10/6/2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B,5/32,51000,5,DOTIJKL34562719
Pirelli,225/50R17,Scrap,Shivane,-64.8041855,24.869033,81448,26-09-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B,4/32,4000,11,DOTMNOP78901520
Goodyear,225/50R17,Scrap,Deccan,-61.6695025,118.342231,91349,26-08-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B,4/32,51000,1,DOTABCD12343523
Pirelli,215/60R16,Scrap,Aundh,0.085901,2.506798,79624,26-12-2022,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B,3/32,83000,2,DOTIJKL34562719
Continental,225/50R17,Scrap,Koregaon Park,69.0451015,-58.087112,23498,12/2/2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B,5/32,51000,3,DOTWXYZ56780124
Michelin,205/55R16,Scrap,Koregaon Park,19.2499075,-60.702838,24354,13-06-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A,3/32,24000,12,DOTABCD12343523
Continental,215/60R16,Used,Kharadi,-79.99726,71.625196,4806,26-11-2022,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B,3/32,7000,7,DOTMNOP78901520
Michelin,225/50R17,Used,Bavdhan,-23.1736855,11.978249,28404,26-05-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B,3/32,21500,9,DOTIJKL34562719
Pirelli,235/45R17,Scrap,Vishrantwadi,-36.92108,30.283579,52252,7/6/2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B,5/32,7000,1,DOTWXYZ56780124
Continental,225/50R17,Scrap,Bavdhan,-47.5415495,91.973204,14740,14-04-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B,6/32,60000,8,DOTMNOP78901520
Bridgestone,215/60R16,Used,Magarpatta City,-14.6712565,-168.996378,41200,16-03-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B,6/32,69000,5,DOTMNOP78901520
Pirelli,215/60R16,Used,Deccan,-12.6224525,124.738205,95874,26-05-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B,3/32,83000,1,DOTABCD12343523
Goodyear,225/45R17,Scrap,Magarpatta City,83.4657685,89.26405,85393,29-08-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B,5/32,65000,7,DOTMNOP78901520
Goodyear,235/45R17,Scrap,Camp,-42.085899,59.64824,76704,4/12/2022,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A,4/32,51000,5,DOTABCD12343523
Continental,225/50R17,Used,Kalyani Nagar,-21.353372,-1.402947,38507,3/9/2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A,3/32,69000,1,DOTMNOP78901520
Goodyear,215/60R16,Used,Hadapsar,15.1763375,-92.141795,72308,15-12-2022,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B,3/32,51000,3,DOTEFGH90124822
Bridgestone,225/45R17,Scrap,Hadapsar,6.832921,158.668849,27226,26-09-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B,5/32,21500,12,DOTABCD12343523
Michelin,235/45R17,Used,Vishrantwadi,3.057577,127.147531,28813,16-01-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A,5/32,69000,8,DOTWXYZ56780124
Michelin,225/45R17,Used,Kothrud,-24.2455685,-115.833124,15443,22-10-2022,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A,2/32,7000,2,DOTWXYZ56780124
Michelin,235/45R17,Used,Kharadi,11.8146335,-145.613758,99386,18-12-2022,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B,5/32,54000,4,DOTWXYZ56780124
Bridgestone,215/60R16,Used,Kharadi,-39.298093,151.149068,75290,5/12/2022,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A,5/32,83000,8,DOTIJKL34562719
Michelin,225/45R17,Used,Vishrantwadi,72.679976,147.105956,90426,23-11-2022,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A,2/32,60000,2,DOTABCD12343523
Continental,235/45R17,Scrap,Aundh,42.2763205,162.1531,83005,11/4/2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B,4/32,24000,9,DOTEFGH90124822
Michelin,225/45R17,Scrap,Kalyani Nagar,-40.3097935,-99.790177,3521,31-05-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A,3/32,83000,9,DOTWXYZ56780124
Pirelli,215/60R16,Used,Vishrantwadi,39.3956605,49.784384,38679,11/2/2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A,5/32,16500,10,DOTEFGH90124822
Michelin,225/50R17,Scrap,Koregaon Park,-38.992176,49.151285,50316,8/4/2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A,2/32,24000,8,DOTMNOP78901520
Continental,235/45R17,Scrap,Kothrud,20.926217,-98.251515,26998,8/9/2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B,3/32,7000,7,DOTEFGH90124822
Goodyear,235/45R17,Scrap,Magarpatta City,-58.8725775,52.188158,13005,26-06-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B,4/32,83000,1,DOTIJKL34562719
Continental,225/50R17,Used,Shivajinagar,-69.258229,156.041909,72197,15-09-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B,2/32,54000,5,DOTEFGH90124822
Pirelli,205/55R16,Scrap,Kalyani Nagar,-15.115883,57.587909,94344,20-11-2022,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B,6/32,60000,3,DOTABCD12343523
Michelin,225/45R17,Used,Kalyani Nagar,66.7371285,170.595432,98078,6/3/2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A,2/32,83000,4,DOTABCD12343523
Goodyear,235/45R17,Used,Aundh,61.3713525,-13.230158,72157,26-12-2022,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B,4/32,83000,12,DOTIJKL34562719
Bridgestone,225/50R17,Scrap,Hinjewadi,-88.235417,-55.566456,21999,5/4/2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B,2/32,7000,10,DOTIJKL34562719
Pirelli,225/50R17,Scrap,Kothrud,-37.074075,-15.897032,59121,11/1/2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A,2/32,16500,4,DOTEFGH90124822
Pirelli,225/45R17,Scrap,Hadapsar,-7.3603755,-63.663642,63120,2/12/2022,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A,3/32,16500,9,DOTABCD12343523
Bridgestone,225/50R17,Scrap,Hadapsar,67.739524,34.245455,89284,13-07-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B,5/32,7000,10,DOTABCD12343523
Pirelli,235/45R17,Scrap,Kalyani Nagar,-69.6090525,120.011678,45958,24-08-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A,5/32,4000,11,DOTEFGH90124822
Goodyear,215/60R16,Used,Kalyani Nagar,-84.0467295,-17.718379,79251,29-05-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A,6/32,21500,11,DOTMNOP78901520
Bridgestone,225/50R17,Scrap,Shivajinagar,-77.230492,-38.824212,19461,4/3/2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B,6/32,54000,1,DOTEFGH90124822
Continental,215/60R16,Used,Hadapsar,44.8657735,-151.023028,36481,27-10-2022,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B,2/32,24000,12,DOTMNOP78901520
Goodyear,225/50R17,Scrap,Kalyani Nagar,-69.8084085,46.684859,99820,3/9/2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B,4/32,21500,11,DOTWXYZ56780124
Bridgestone,225/45R17,Used,Hadapsar,27.927384,2.616568,84875,26-05-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A,6/32,65000,5,DOTABCD12343523
Continental,235/45R17,Used,Kalyani Nagar,24.5059615,134.223898,51266,31-03-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A,5/32,83000,12,DOTIJKL34562719
Bridgestone,225/45R17,Scrap,Kharadi,22.7744,111.724929,90164,19-09-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B,2/32,16500,6,DOTWXYZ56780124
Pirelli,225/45R17,Scrap,Aundh,67.6269265,-29.409627,27251,21-09-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A,3/32,7000,5,DOTMNOP78901520
Michelin,225/50R17,Scrap,Shivane,-86.580766,-154.691321,27899,27-02-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A,4/32,21500,10,DOTWXYZ56780124
Goodyear,215/60R16,Used,Hinjewadi,83.3953285,105.219828,19478,27-09-2022,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A,5/32,69000,11,DOTMNOP78901520
Pirelli,235/45R17,Used,Hinjewadi,-76.3668155,142.293652,23477,10/3/2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B,6/32,21500,11,DOTIJKL34562719
Goodyear,215/60R16,Scrap,Kharadi,-81.1108925,25.727795,5738,8/10/2022,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A,4/32,60000,12,DOTEFGH90124822
Goodyear,215/60R16,Scrap,Magarpatta City,77.9557215,-128.976227,53779,20-03-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B,3/32,21500,3,DOTABCD12343523
Continental,215/60R16,Used,Magarpatta City,-25.385704,-119.733135,53845,19-03-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B,3/32,65000,2,DOTMNOP78901520
Bridgestone,235/45R17,Scrap,Shivane,55.811263,137.784163,24762,12/11/2022,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A,6/32,16500,7,DOTWXYZ56780124
Continental,225/45R17,Used,Vishrantwadi,-58.083196,-29.52455,20116,29-05-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A,4/32,69000,1,DOTWXYZ56780124
Bridgestone,225/50R17,Scrap,Magarpatta City,81.5903755,-120.679791,85036,28-11-2022,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B,6/32,69000,12,DOTMNOP78901520
Bridgestone,205/55R16,Scrap,Koregaon Park,-55.3447575,-21.129321,51642,23-07-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B,5/32,69000,2,DOTWXYZ56780124
Continental,215/60R16,Scrap,Deccan,16.9472965,-96.981989,61021,4/9/2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A,3/32,7000,3,DOTIJKL34562719
Michelin,225/45R17,Scrap,Hinjewadi,-79.8937755,-58.902276,18145,16-02-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A,6/32,83000,8,DOTIJKL34562719
Pirelli,205/55R16,Scrap,Kothrud,67.462293,-69.98114,34178,17-10-2022,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B,4/32,4000,11,DOTMNOP78901520
Pirelli,225/50R17,Scrap,Shivajinagar,-9.6383075,-30.275784,90694,30-01-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B,4/32,60000,7,DOTEFGH90124822
Michelin,235/45R17,Used,Shivajinagar,86.0673855,-58.759409,44679,10/10/2022,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B,3/32,16500,11,DOTEFGH90124822
